corporaexplorer;A 'Shiny' App for Exploration of Text Collections
CoRpower;Power Calculations for Assessing Correlates of Risk in Clinical Efficacy Trials
corpus;Text Corpus Analysis
corpustools;Managing, Querying and Analyzing Tokenized Text
corr2D;Implementation of 2D Correlation Analysis in R
CorrBin;Nonparametrics with Clustered Binary and Multinomial Data
corrcoverage;Correcting the Coverage of Credible Sets from Bayesian Genetic Fine Mapping
corrDNA;Finding Associations in Position-Wise Aligned DNA Sequence Dataset
correctedAUC;Correcting AUC for Measurement Error
CorrectedFDR;Correcting False Discovery Rates
CorrectOverloadedPeaks;Correct Overloaded Peaks from GC-APCI-MS Data
corregp;Functions and Methods for Correspondence Regression
correlationfunnel;Speed Up Exploratory Data Analysis (EDA) with the Correlation Funnel
correlbinom;Correlated Binomial Probabilities
corrgram;Plot a Correlogram
CorrMixed;Estimate Correlations Between Repeatedly Measured Endpoints (E.g., Reliability) Based on Linear Mixed-Effects Models
corrplot;Visualization of a Correlation Matrix
corrr;Correlations in R
corrsieve;CorrSieve
CorrToolBox;Modeling Correlational Magnitude Transformations in Discretization Contexts
corset;Arbitrary Bounding of Series and Time Series Objects
corTest;Robust Tests for Equal Correlation
corto;Inference of Gene Regulatory Networks
corTools;Tools for processing data after a Genome Wide Association Study
corx;Create and Format Correlation Matrices
cosa;Bound Constrained Optimal Sample Allocation
COSINE;COndition SpecIfic sub-NEtwork
cosinor;Tools for estimating and predicting the cosinor model
cosinor2;Extended Tools for Cosinor Analysis of Rhythms
cosmoFns;Functions for cosmological distances, times, luminosities, etc
CoSMoS;Complete Stochastic Modelling Solution
cosso;Fit Regularized Nonparametric Regression Models Using COSSO Penalty
COST;Copula-Based Semiparametric Models for Spatio-Temporal Data
costat;Time Series Costationarity Determination
costsensitive;Cost-Sensitive Multi-Class Classification
CosW;The CosW Distribution
cotram;Count Transformation Models
cotrend;Consistent Co-Trending Rank Selection
couchDB;Connect to and Work with CouchDB Databases
COUNT;Functions, Data and Code for Count Data
countcolors;Locates and Counts Pixels Within Color Range(s) in Images
Counterfactual;Estimation and Inference Methods for Counterfactual Analysis
countfitteR;Comprehensive Automatized Evaluation of Distribution Models for Count Data
countgmifs;Discrete Response Regression for High-Dimensional Data
countHMM;Penalized Estimation of Flexible Hidden Markov Models for Time Series of Counts
Countr;Flexible Univariate Count Models Based on Renewal Processes
countrycode;Convert Country Names and Country Codes
CountsEPPM;Mean and Variance Modeling of Count Data
countToFPKM;Convert Counts to Fragments per Kilobase of Transcript per Million (FPKM)
countTransformers;Transform Counts in RNA-Seq Data Analysis
countyfloods;Quantify United States County-Level Flood Measurements
countytimezones;Convert from UTC to Local Time for United States Counties
countyweather;Compiles Meterological Data for U.S. Counties
COUSCOus;A Residue-Residue Contact Detecting Method
covafillr;Local Polynomial Regression of State Dependent Covariates in State-Space Models
covatest;Tests on Properties of Space-Time Covariance Functions
covBM;Brownian Motion Processes for 'nlme'-Models
coveffectsplot;Produce Forest Plots to Visualize Covariate Effects
covequal;Test for Equality of Covariance Matrices
covfefe;Covfefy Any Word, Sentence or Speech
covLCA;Latent Class Models with Covariate Effects on Underlying and Measured Variables
covr;Test Coverage for Packages
covreg;A simultaneous regression model for the mean and covariance
covRobust;Robust Covariance Estimation via Nearest Neighbor Cleaning
CovSel;Model-Free Covariate Selection
CovSelHigh;Model-Free Covariate Selection in High Dimensions
covsep;Tests for Determining if the Covariance Structure of 2-Dimensional Data is Separable
covTestR;Covariance Matrix Tests
CovTools;Statistical Tools for Covariance Analysis
cowbell;Performs Segmented Linear Regression on Two Independent Variables
cowplot;Streamlined Plot Theme and Plot Annotations for 'ggplot2'
cowsay;Messages, Warnings, Strings with Ascii Animals
CoxBoost;Cox models by likelihood based boosting for a single survival endpoint or competing risks
coxed;Duration-Based Quantities of Interest for the Cox Proportional Hazards Model
coxinterval;Cox-Type Models for Interval-Censored Data
coxme;Mixed Effects Cox Models
coxmeg;Cox Mixed-Effects Model for Genome-Wide Association Studies
coxphf;Cox Regression with Firth's Penalized Likelihood
CoxPhLb;Analyzing Right-Censored Length-Biased Data
coxphMIC;Sparse Estimation of Cox Proportional Hazards Models via Approximated Information Criterion
coxphSGD;Stochastic Gradient Descent log-Likelihood Estimation in Cox Proportional Hazards Model
coxphw;Weighted Estimation in Cox Regression
CoxPlus;Cox Regression (Proportional Hazards Model) with Multiple Causes and Mixed Effects
CoxRidge;Cox Models with Dynamic Ridge Penalties
coxrobust;Robust Estimation in Cox Model
coxrt;Cox Proportional Hazards Regression for Right-Truncated Data
coxsei;Fitting a CoxSEI Model
CP;Conditional Power Calculations
cp4p;Calibration Plot for Proteomics
cpa;Confirmatory Path Analysis through the d-sep tests
CPAT;Change Point Analysis Tests
CPBayes;Bayesian Meta Analysis for Studying Cross-Phenotype Genetic Associations
cpca;Methods to perform Common Principal Component Analysis (CPCA)
cpcens;Changepoint Analysis using Censored Time Series Data
cPCG;Efficient and Customized Preconditioned Conjugate Gradient Method for Solving System of Linear Equations
cpd;Complex Pearson Distributions
CPE;Concordance Probability Estimates in Survival Analysis
CpGassoc;Association Between Methylation and a Phenotype of Interest
CpGFilter;CpG Filtering Method Based on Intra-Class Correlation Coefficients
cpk;Clinical Pharmacokinetics
cplexAPI;R Interface to C API of IBM ILOG CPLEX
cplm;Compound Poisson Linear Models
cplots;Plots for Circular Data
cpm;Sequential and Batch Change Detection Using Parametric and Nonparametric Methods
CPMCGLM;Correction of the P-Value after Multiple Coding in Generalized Linear Models
CPP;Composition of Probabilistic Preferences (CPP)
cppRouting;Fast Implementation of Dijkstra Algorithm
cpr;Control Polygon Reduction
Cprob;The Conditional Probability Function of a Competing Event
cprr;Functions for Working with Danish CPR Numbers
CPsurv;Nonparametric Change Point Estimation for Survival Data
cpsurvsim;Simulating Survival Data from Change-Point Hazard Distributions
cpt;Classification Permutation Test
cptcity;'cpt-city' Colour Gradients
cptec;An Interface to the 'CPTEC/INPE' API
cqcr;Access 'Care Quality Commission' Data
cqrReg;Quantile, Composite Quantile Regression and Regularized Versions
cquad;Conditional Maximum Likelihood for Quadratic Exponential Models for Binary Panel Data
CR;Power Calculation for Weighted Log-Rank Tests in Cure Rate Models
cr17;Testing Differences Between Competing Risks Models and Their Visualisations
CRAC;Cosmology R Analysis Code
cramer;Multivariate Nonparametric Cramer-Test for the Two-Sample-Problem
crank;Completing Ranks
cranlike;Tools for 'CRAN'-Like Repositories
cranlogs;Download Logs from the 'RStudio' 'CRAN' Mirror
cranly;Package Directives and Collaboration Networks in CRAN
CRANsearcher;RStudio Addin for Searching Packages in CRAN Database Based on Keywords
crantastic;Various R tools for http://crantastic.org/
crassmat;Conditional Random Sampling Sparse Matrices
crawl;Fit Continuous-Time Correlated Random Walk Models to Animal Movement Data
crayon;Colored Terminal Output
crblocks;Categorical Randomized Block Data Analysis
crch;Censored Regression with Conditional Heteroscedasticity
CREAM;Clustering of Genomic Regions Analysis Method
credentials;Tools for Managing SSH and Git Credentials
CreditMetrics;Functions for calculating the CreditMetrics risk model
creditmodel;Toolkit for Credit Modeling
CreditRisk;Evaluation of Credit Risk with Structural and Reduced Form Models
credsubs;Credible Subsets
credule;Credit Default Swap Functions
cregg;Simple Conjoint Tidying, Analysis, and Visualization
cRegulome;Obtain and Visualize Regulome-Gene Expression Correlations in Cancer
CRF;Conditional Random Fields
crfsuite;Conditional Random Fields for Labelling Sequential Data in Natural Language Processing
cricketr;Analyze Cricketers and Cricket Teams Based on ESPN Cricinfo Statsguru
crimCV;Group-Based Modelling of Longitudinal Data
crimedata;Access Crime Data from the Open Crime Database
crimelinkage;Statistical Methods for Crime Series Linkage
crisp;Fits a Model that Partitions the Covariate Space into Blocks in a Data- Adaptive Way
CRM;Continual Reassessment Method (CRM) for Phase I Clinical Trials
crminer;Fetch 'Scholary' Full Text from 'Crossref'
crmn;CCMN and other noRMalizatioN methods for metabolomics data
crmPack;Object-Oriented Implementation of CRM Designs
crn;Downloads and Builds datasets for Climate Reference Network
crochet;Implementation Helper for '[' and '[<-' of Custom Matrix-Like Types
cromwellDashboard;A Dashboard to Visualize Scientific Workflows in 'Cromwell'
crone;Structural Crystallography in 1d
cronR;Schedule R Scripts and Processes with the 'cron' Job Scheduler
crop;Graphics Cropping Tool
cropdatape;Open Data of Agricultural Production of Crops of Peru
CropDetectR;Crop Row Detector
CrossClustering;A Partial Clustering Algorithm
crossdes;Construction of Crossover Designs
crossmatch;The Cross-match Test
Crossover;Analysis and Search of Crossover Designs
crossReg;Confidence intervals for crossover points of two simple regression lines
crossrun;Joint Distribution of Number of Crossings and Longest Run
CrossScreening;Cross-Screening in Observational Studies that Test Many Hypotheses
crosstalk;Inter-Widget Interactivity for HTML Widgets
CrossVA;Verbal Autopsy Data Transformation for InSilicoVA and InterVA5 Algorithms
crossval;Generic Functions for Cross Validation
CrossValidate;"Classes and Methods for Cross Validation of ""Class Prediction"" Algorithms"
crosswalkr;Rename and Encode Data Frames Using External Crosswalk Files
crossword.r;Generating Crosswords from Word Lists
crov;Constrained Regression Model for an Ordinal Response and Ordinal Predictors
crp.CSFP;CreditRisk+ Portfolio Model
CRPClustering;Bayesian Nonparametric Chinese Restaurant Process Clustering with Entropy
crqa;Cross-Recurrence Quantification Analysis for Categorical and Continuous Time-Series
crqanlp;Cross-Recurrence Quantification Analysis for Dynamic Natural Language Processing
crrp;Penalized Variable Selection in Competing Risks Regression
crrSC;Competing risks regression for Stratified and Clustered data
crrstep;Stepwise Covariate Selection for the Fine & Gray Competing Risks Regression Model
crs;Categorical Regression Splines
crseEventStudy;A Robust and Powerful Test of Abnormal Stock Returns in Long-Horizon Event Studies
crskdiag;Diagnostics for Fine and Gray Model
crsnls;Nonlinear Regression Parameters Estimation by 'CRS4HC' and 'CRS4HCe'
crso;Cancer Rule Set Optimization ('crso')
crsra;Tidying and Analyzing 'Coursera' Research Export Data
crtests;Classification and Regression Tests
CRTgeeDR;Doubly Robust Inverse Probability Weighted Augmented GEE Estimator
CRTSize;Sample Size Estimation Functions for Cluster Randomized Trials
crul;HTTP Client
crunch;Crunch.io Data Tools
crunchy;Shiny Apps on Crunch
cruts;Interface to Climatic Research Unit Time-Series Version 3.21 Data
CRWRM;Changing the Reference Group without Re-Running the Model
CrypticIBDcheck;Identifying Cryptic Relatedness in Genetic Association Studies
crypto;Cryptocurrency Market Data
CryptRndTest;Statistical Tests for Cryptographic Randomness
cryst;Calculate the Relative Crystallinity of Starch by XRD and FTIR
csabounds;Bounds on Distributional Treatment Effect Parameters
csampling;Functions for Conditional Simulation in Regression-Scale Models
CsChange;Testing for Change in C-Statistic
CSclone;Bayesian Nonparametric Modeling in R
CSeqpat;Frequent Contiguous Sequential Pattern Mining of Text
CSESA;CRISPR-Based Salmonella Enterica Serotype Analyzer
CSFA;Connectivity Scores with Factor Analysis
cshapes;The CShapes Dataset and Utilities
csn;Closed Skew-Normal Distribution
csp;Correlates of State Policy Data Set in R
csrplus;Methods to Test Hypotheses on the Distribution of Spatial Point Processes
csSAM;csSAM - cell-specific Significance Analysis of Microarrays
cssTools;Cognitive Social Structure Tools
cstab;Selection of Number of Clusters via Normalized Clustering Instability
cstar;Substantive significance testing for regression estimates and marginal effects
CSTools;Assessing Skill of Climate Forecasts on Seasonal-to-Decadal Timescales
csv;Read and Write CSV Files with Selected Conventions
csvread;Fast Specialized CSV File Loader
csvy;Import and Export CSV Data with a YAML Metadata Header
CTAShiny;Interactive Application for Working with Contingency Tables
cthreshER;Continuous Threshold Expectile Regression
